name,platform,year_of_release,gendre,publisher,developer,rating
WipEout Pulse,PSP,2007,Racing,Sony Computer Entertainment,Studio Liverpool,E10+
Dr. Seuss: How the Grinch Stole Christmas,DS,2007,Action,CokeM Interactive,,
My Horse & Me,Wii,2007,Sports,Atari,,
Manhunt 2,PSP,2007,Action,Take-Two Interactive,Rockstar London,M
J-League Winning Eleven 2007: Club Championship,PS2,2007,Sports,Konami Digital Entertainment,,
NBA Live 08,PSP,2007,Sports,Electronic Arts,EA Canada,E
Contra 4,DS,2007,Shooter,Konami Digital Entertainment,WayForward,T
Super Robot Taisen W,DS,2007,Strategy,Banpresto,,
Super Robot Taisen OG: Original Generations Gaiden,PS2,2007,Strategy,Banpresto,,
Looney Tunes: Duck Amuck,DS,2007,Action,Warner Bros. Interactive Entertainment,WayForward,E
Final Fantasy XI: Wings of the Goddess,X360,2007,Role-Playing,Square Enix,Square Enix,T
Stranglehold,PS3,2007,Shooter,Midway Games,Midway,M
Dynasty Warriors 6,X360,2007,Action,Tecmo Koei,Omega Force,T
Power Pro Kun Pocket 10,DS,2007,Sports,Konami Digital Entertainment,,
The Suite Life of Zack & Cody: Circle of Spies,DS,2007,Action,Disney Interactive Studios,,
Spider-Man 3,PSP,2007,Platform,Activision,Treyarch,T
Harry Potter and the Order of the Phoenix,X360,2007,Action,Electronic Arts,EA Games,E10+
Spider-Man: Friend or Foe,X360,2007,Action,Activision,Next Level Games,E10+
The Godfather: Dons Edition,PS3,2007,Action,Electronic Arts,,
John Deere: Harvest in the Heartland,DS,2007,Simulation,Ubisoft,Black Lantern Studios,E
Prince of Persia: Rival Swords,Wii,2007,Action,Ubisoft,Ubisoft Montreal,T
Madden NFL 08,XB,2007,Sports,Electronic Arts,EA Tiburon,E
Trauma Center: New Blood,Wii,2007,Simulation,Nintendo,Atlus,T
MLB Power Pros,Wii,2007,Sports,Konami Digital Entertainment,Konami,E
Mah Jong Quest: Expeditions,DS,2007,Puzzle,Avanquest,Game Brains,E
Puzzle Quest: Challenge of the Warlords,Wii,2007,Puzzle,D3Publisher,Vicious Cycle,E10+
Surf's Up,PS2,2007,Sports,Ubisoft,Ubisoft Montreal,E10+
NASCAR 08,X360,2007,Racing,Electronic Arts,EA Tiburon,E
The Golden Compass,PS3,2007,Action,Sega,Shiny Entertainment,E10+
Baby Pals,DS,2007,Simulation,THQ,Brain Toys,E
Bratz Ponyz,DS,2007,Adventure,Game Factory,Neko Entertainment,E
Bladestorm: The Hundred Years' War,PS3,2007,Action,Tecmo Koei,Omega Force,T
Shrek the Third,Wii,2007,Action,Activision,Amaze Entertainment,E10+
Jackass the Game,PS2,2007,Action,Empire Interactive,Sidhe Interactive,M
Surf's Up,DS,2007,Sports,Ubisoft,Ubisoft Quebec,E
Syphon Filter: Dark Mirror,PS2,2007,Shooter,Sony Computer Entertainment,Sony Bend,T
MLB 07: The Show,PSP,2007,Sports,Sony Computer Entertainment,SCEA San Diego Studios,E
Shrek: Ogres & Dronkeys,DS,2007,Simulation,Activision,,
Soul Nomad & the World Eaters,PS2,2007,Role-Playing,Tecmo Koei,,
Yu-Gi-Oh! World Championship 2008,DS,2007,Strategy,Konami Digital Entertainment,,
Virtua Fighter 5 Online,X360,2007,Fighting,Sega,Sega AM2,T
Cabela's Trophy Bucks,PS2,2007,Sports,Activision Value,Sand Grain Studios,T
Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2,DS,2007,Misc,Nintendo,,
Harry Potter and the Order of the Phoenix,PS2,2007,Action,Electronic Arts,EA Games,E10+
Stuntman: Ignition,PS2,2007,Racing,THQ,Paradigm Entertainment,T
Ratatouille: Food Frenzy,DS,2007,Puzzle,THQ,,
Punch-Out!!,Wii,2007,Sports,Nintendo,,
The BIGS,X360,2007,Sports,Take-Two Interactive,Blue Castle Games,E
Ratatouille,X360,2007,Action,THQ,Heavy Iron Studios,E
The Dog Island,PS2,2007,Adventure,Ubisoft,Yuke's,E
Boogie,DS,2007,Misc,Electronic Arts,EA Montreal,E10+
All-Pro Football 2K8,X360,2007,Sports,Take-Two Interactive,Visual Concepts,E10+
Petz: Horsez 2,PS2,2007,Simulation,Ubisoft,Ubisoft,E
Tales of Innocence,DS,2007,Role-Playing,Namco Bandai Games,,
DS Bungaku Zenshuu,DS,2007,Misc,Nintendo,,
Phantasy Star Universe: Ambition of the Illuminus,PS2,2007,Role-Playing,Sega,Sonic Team,T
Bratz: The Movie,Wii,2007,Simulation,THQ,Blitz Games,E
Battlestations: Midway,X360,2007,Strategy,Eidos Interactive,Eidos Interactive,T
NCAA March Madness 08,PS2,2007,Sports,Electronic Arts,EA Canada,E
SD Gundam G Generation: Cross Drive,DS,2007,Strategy,Namco Bandai Games,,
Tom Clancy's Splinter Cell: Double Agent,PS3,2007,Action,Ubisoft,Ubisoft Shanghai,M
A.C.E.: Another Century's Episode 3: The Final,PS2,2007,Simulation,Banpresto,,
Madden NFL 08,DS,2007,Sports,Electronic Arts,Exient Entertainment,E
Spelling Challenges and more!,PSP,2007,Misc,Crave Entertainment,,
Sega Rally Revo,PSP,2007,Racing,Sega,Bugbear,E
Smart Girl's Playhouse,DS,2007,Misc,505 Games,Starfish SD,E
NHL 08,PS3,2007,Action,Electronic Arts,EA Canada,E10+
Juiced 2: Hot Import Nights,PS3,2007,Racing,THQ,Juice Games,T
NHL 08,X360,2007,Action,Electronic Arts,EA Canada,E10+
Animal Paradise,DS,2007,Simulation,Empire Interactive,Empire Interactive,E
Tony Hawk's Proving Ground,Wii,2007,Sports,Activision,Page 44 Studios,T
Avatar: The Last Airbender - The Burning Earth,Wii,2007,Action,THQ,,
Cars: Mater-National Championship,PS2,2007,Racing,THQ,Rainbow Studios,E
Armored Core 4,X360,2007,Simulation,505 Games,From Software,T
Major League Baseball 2K7,PS3,2007,Sports,Spike,Kush Games,E
Dancing With The Stars,Wii,2007,Misc,Activision,Zoe Mode,E10+
Monster Jam,PS2,2007,Racing,Activision,Torus Games,E
Juiced 2: Hot Import Nights,DS,2007,Racing,THQ,Juice Games,T
Ghost Rider,PSP,2007,Action,Take-Two Interactive,Climax Group,T
Driver '76,PSP,2007,Racing,Ubisoft,Sumo Digital,M
Harry Potter and the Order of the Phoenix,PS3,2007,Action,Electronic Arts,EA Games,E10+
We Love Golf!,Wii,2007,Sports,Capcom,,
NASCAR 08,PS2,2007,Racing,Electronic Arts,EA Tiburon,E
Viva Pinata: Party Animals,X360,2007,Misc,Microsoft Game Studios,Krome Studios,E
M&M's Kart Racing,Wii,2007,Racing,Zoo Digital Publishing,,
Looney Tunes: Acme Arsenal,Wii,2007,Action,Warner Bros. Interactive Entertainment,Red Tribe,E10+
NASCAR 08,PS3,2007,Racing,Electronic Arts,EA Tiburon,E
World Series of Poker 2008: Battle for the Bracelets,PS2,2007,Misc,Activision,Left Field Productions,T
Barbie as The Island Princess,GBA,2007,Adventure,Activision,,
Disney Princess: Enchanted Journey,PS2,2007,Adventure,Disney Interactive Studios,Papaya Studios,E
Hot Wheels: Beat That!,DS,2007,Racing,Activision,Human Soft,E
Mortal Kombat: Armageddon,Wii,2007,Fighting,Midway Games,JGI Entertainment,M
Hooked! Real Motion Fishing,Wii,2007,Sports,505 Games,,
Tony Hawk's Proving Ground,DS,2007,Sports,Activision,Vicarious Visions,E10+
Buzz! Junior: RoboJam,PS2,2007,Misc,Sony Computer Entertainment,,
Ultimate Duck Hunting: Hunting & Retrieving Ducks,Wii,2007,Sports,Detn8 Games,,
Gundam Battle Chronicle,PSP,2007,Action,Namco Bandai Games,,
Dinosaur King,DS,2007,Strategy,Sega,Climax Entertainment,E
Touch the Dead,DS,2007,Shooter,Eidos Interactive,Secret Stash Games,M
Jackass the Game,PSP,2007,Action,Empire Interactive,Sidhe Interactive,M
Aliens vs Predator: Requiem,PSP,2007,Action,Vivendi Games,Rebellion,T
DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,DS,2007,Adventure,Tecmo Koei,,
Jewel Quest: Expeditions,DS,2007,Puzzle,Avanquest,iWin,E
Dorabase DS: Dramatic Stadium,DS,2007,Sports,Namco Bandai Games,,
NCAA March Madness 08,X360,2007,Sports,Electronic Arts,EA Canada,E
Brunswick Pro Bowling,PSP,2007,Sports,505 Games,Point of View,E
The Legend of Spyro: The Eternal Night,Wii,2007,Platform,Vivendi Games,Krome Studios,E10+
Rayman Raving Rabbids,X360,2007,Misc,Ubisoft,Ubisoft Montpellier,E
Vampire Rain,X360,2007,Action,Microsoft Game Studios,Artoon,M
Final Fantasy Fables: Chocobo's Dungeon,Wii,2007,Role-Playing,Square Enix,h.a.n.d. Inc.,E10+
NCAA March Madness 07,X360,2007,Sports,Electronic Arts,EA Canada,E
Sengoku Basara 2 Heroes,PS2,2007,Action,Capcom,,
Enchanted Arms,PS3,2007,Role-Playing,Ubisoft,From Software,T
Dragon Ball Z: Harukanaru Densetsu,DS,2007,Role-Playing,Namco Bandai Games,Bec,E
Monster Jam,X360,2007,Racing,Activision,Torus Games,E
Cabela's Big Game Hunter (2008),PS2,2007,Sports,Activision Value,Activision,T
Soldier of Fortune: Payback,X360,2007,Shooter,Activision,Cauldron Ltd.,M
Sid Meier's Pirates!,PSP,2007,Strategy,Take-Two Interactive,,
Ratatouille,GBA,2007,Action,THQ,Helixe,E
Warriors Orochi,X360,2007,Action,Tecmo Koei,Omega Force,T
Conan,X360,2007,Action,THQ,Nihilistic,M
Pro Yaky? Spirits 4,PS2,2007,Sports,Konami Digital Entertainment,,
Chibi-Robo! Park Patrol,DS,2007,Adventure,Unknown,Skip Ltd.,E
One Piece: Unlimited Adventure,Wii,2007,Adventure,Namco Bandai Games,Ganbarion,T
Face Training,DS,2007,Misc,Nintendo,,
J-League Pro Soccer Club o Tsukurou! 5,PS2,2007,Sports,Sega,,
Disney's Meet the Robinsons,Wii,2007,Action,Disney Interactive Studios,Buena Vista Games,E10+
The Bee Game,DS,2007,Adventure,Midway Games,Independent Arts,E
Dragon Blade: Wrath of Fire,Wii,2007,Action,D3Publisher,D3Publisher,T
Nep League DS,DS,2007,Sports,Jaleco,,
Ar tonelico 2: Melody of Metafalica,PS2,2007,Role-Playing,Nippon Ichi Software,,
Call of Juarez,X360,2007,Shooter,Ubisoft,Techland,M
Van Helsing,XB,2007,Action,Activision,Saffire,T
Spider-Man: Friend or Foe,PSP,2007,Action,Activision,Artificial Mind and Movement,E10+
SoulCalibur Legends,Wii,2007,Action,Namco Bandai Games,Namco Bandai Games,T
Mr. Do!'s Castle,2600,1983,Action,Parker Bros.,,
Baseball,NES,1983,Sports,Nintendo,,
Mario Bros.,NES,1983,Platform,Nintendo,,
Mahjong,NES,1983,Misc,Nintendo,,
Pitfall II: Lost Caverns,2600,1983,Platform,Activision,,
Donkey Kong,NES,1983,Platform,Nintendo,,
Donkey Kong Jr.,NES,1983,Platform,Nintendo,,
Popeye,NES,1983,Platform,Nintendo,,
Jr. Pac-Man,2600,1983,Puzzle,Atari,,
Crystal Castles,2600,1983,Action,Atari,,
Midnight Magic,2600,1983,Action,Atari,,
Millipede,2600,1983,Shooter,Atari,,
Gremlins,2600,1983,Action,Atari,,
Pengo,2600,1983,Adventure,Atari,,
Frostbite,2600,1983,Action,Activision,,
Frogger II: Threeedeep!,2600,1983,Action,Parker Bros.,,
Dolphin,2600,1983,Action,Activision,,
Duck Hunt,NES,1984,Shooter,Nintendo,,
Excitebike,NES,1984,Racing,Nintendo,,
Golf,NES,1984,Sports,Nintendo,,
Tennis,NES,1984,Sports,Nintendo,,
Pinball,NES,1984,Action,Nintendo,,
Xevious,NES,1984,Shooter,Namco Bandai Games,,
F1 Race,NES,1984,Racing,Nintendo,,
4 Nin uchi Mahjong,NES,1984,Misc,Nintendo,,
Hogan's Alley,NES,1984,Shooter,Nintendo,,
Pac-Man,NES,1984,Puzzle,Namco Bandai Games,,
Lode Runner,NES,1984,Puzzle,Hudson Soft,,
Clu Clu Land,NES,1984,Puzzle,Nintendo,,
Mappy,NES,1984,Platform,Namco Bandai Games,,
Beamrider,2600,1984,Racing,Activision,,
Strongest Tokyo University Shogi DS,DS,1985,Action,Mycom,,
Super Mario Bros.,NES,1985,Platform,Nintendo,,
Kung Fu,NES,1985,Action,Nintendo,,
Soccer,NES,1985,Sports,Nintendo,,
Ice Climber,NES,1985,Platform,Nintendo,,
Gyromite,NES,1985,Puzzle,Nintendo,,
Tag Team Match M.U.S.C.L.E.,NES,1985,Fighting,Namco Bandai Games,,
Bomberman,NES,1985,Puzzle,Hudson Soft,,
1942,NES,1985,Shooter,Capcom,,
Balloon Fight,NES,1985,Platform,Nintendo,,
Wrecking Crew,NES,1985,Platform,Nintendo,,
Ghostbusters,2600,1985,Puzzle,Activision,,
Dig Dug,NES,1985,Puzzle,Namco Bandai Games,,
The Legend of Zelda,NES,1986,Action,Nintendo,,
World Class Track Meet,NES,1986,Sports,Namco Bandai Games,,
Metroid,NES,1986,Action,Nintendo,,
Super Mario Bros.: The Lost Levels,NES,1986,Platform,Nintendo,,
Dragon Warrior,NES,1986,Role-Playing,Capcom,,
Pro Yakyuu Family Stadium,NES,1986,Sports,Namco Bandai Games,,
Rad Racer,NES,1986,Racing,Nintendo,,
Kid Icarus,NES,1986,Platform,Nintendo,,
Ghosts 'n Goblins,NES,1986,Action,Capcom,,
Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,NES,1986,Platform,Hudson Soft,,
Gradius,NES,1986,Shooter,Konami Digital Entertainment,,
Castlevania,NES,1986,Platform,Konami Digital Entertainment,,
TwinBee,NES,1986,Shooter,Konami Digital Entertainment,,
Ganbare Goemon! Karakuri Douchuu,NES,1986,Platform,Konami Digital Entertainment,,
Doraemon,NES,1986,Action,Hudson Soft,,
Commando,NES,1986,Action,Capcom,,
Adventure Island,NES,1986,Platform,Hudson Soft,,
Star Soldier,NES,1986,Shooter,Hudson Soft,,
The Mysterious Murasame Castle,NES,1986,Action,Nintendo,,
Solaris,2600,1986,Shooter,Atari,,
RealSports Boxing,2600,1986,Sports,Atari,,
Super Football,2600,1987,Sports,Atari,,
Super Baseball,2600,1987,Sports,Atari,,
Zelda II: The Adventure of Link,NES,1987,Adventure,Nintendo,,
Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo,,
Dragon Warrior II,NES,1987,Role-Playing,Enix Corporation,,
Pro Wrestling,NES,1987,Fighting,Nintendo,,
Volleyball,NES,1987,Sports,Nintendo,,
Pro Yakyuu Family Stadium '87,NES,1987,Sports,Namco Bandai Games,,
Gegege no Kitarou 2: Youkai Gundan no Chousen,NES,1987,Role-Playing,Namco Bandai Games,,
Castlevania II: Simon's Quest,NES,1987,Platform,Konami Digital Entertainment,,
Final Fantasy,NES,1987,Role-Playing,SquareSoft,,
Mega Man,NES,1987,Platform,Capcom,,
Kung-Fu Master,2600,1987,Action,Activision,,
Commando,2600,1987,Action,Activision,,
Defender II,2600,1987,Shooter,Atari,,
Desert Falcon,2600,1987,Shooter,Atari,,
Super Mario Land 2: 6 Golden Coins,GB,1992,Adventure,Nintendo,,
Super Mario Kart,SNES,1992,Racing,Nintendo,,
Street Fighter II: The World Warrior,SNES,1992,Fighting,Capcom,,
Sonic the Hedgehog 2,GEN,1992,Platform,Sega,,
Kirby's Dream Land,GB,1992,Platform,Nintendo,,
Street Fighter II Turbo,SNES,1992,Fighting,Capcom,,
The Legend of Zelda: Link's Awakening,GB,1992,Action,Nintendo,,
Dragon Quest V: Tenkuu no Hanayome,SNES,1992,Role-Playing,Enix Corporation,,
Mario Paint,SNES,1992,Misc,Nintendo,,
Mortal Kombat,GEN,1992,Fighting,Arena Entertainment,,
Final Fantasy V,SNES,1992,Role-Playing,SquareSoft,,
Kirby's Pinball Land,GB,1992,Misc,Nintendo,,
SimCity 2000,PC,1992,Simulation,Maxis,,
NBA Jam,GEN,1992,Sports,Arena Entertainment,,
Yoshi's Cookie,GB,1992,Puzzle,Nintendo,,
Street Fighter II': Special Champion Edition,GEN,1992,Fighting,Sega,,
Tetris 2 (All region sales),GB,1992,Puzzle,Nintendo,,
The Magical Quest starring Mickey Mouse,SNES,1992,Platform,Capcom,,
Yoshi's Cookie,NES,1992,Puzzle,Nintendo,,
Romancing SaGa,SNES,1992,Role-Playing,SquareSoft,,
Mega Man 5,NES,1992,Platform,Capcom,,
The 7th Guest,PC,1992,Adventure,Virgin Interactive,Trilobyte,T
Dragon Ball Z: Chou Saiya Densetsu,SNES,1992,Role-Playing,Namco Bandai Games,,
Super Bomberman,SNES,1992,Puzzle,Hudson Soft,,
Super Batter Up,SNES,1992,Sports,Namco Bandai Games,,
Fatal Fury,SNES,1992,Fighting,Takara,,
Romance of the Three Kingdoms III: Dragon of Destiny,SNES,1992,Strategy,Tecmo Koei,,
F1 ROC: Race of Champions,SNES,1992,Sports,Ocean,,
F-1 Grand Prix,SNES,1992,Racing,Video System,,
Tetris 2 (weekly jp sales),GB,1992,Puzzle,Nintendo,,
Super Adventure Island,SNES,1992,Platform,Hudson Soft,,
Otogirisou,SNES,1992,Adventure,ChunSoft,,
Battle Soccer: Field no Hasha,SNES,1992,Sports,Banpresto,,
Contra III: The Alien Wars,SNES,1992,Shooter,Konami Digital Entertainment,,
Gunstar Heroes,GEN,1992,Shooter,Sega,,
Ecco the Dolphin,GEN,1992,Adventure,Sega,,
Teenage Mutant Ninja Turtles: Tournament Fighters,NES,1992,Fighting,Konami Digital Entertainment,,
Dragon Slayer: The Legend of Heroes,SNES,1992,Role-Playing,Epoch,,
Syndicate,PC,1992,Strategy,Electronic Arts,,
Teenage Mutant Ninja Turtles: Tournament Fighters,SNES,1992,Fighting,Konami Digital Entertainment,,
Sonic the Hedgehog 2 (8-bit),GG,1992,Platform,Sega,,
Doom,PC,1992,Shooter,id Software,id Software,M
Empire Deluxe,PC,1992,Strategy,New World Computing,,
Super Mario All-Stars,SNES,1993,Platform,Nintendo,,
Star Fox,SNES,1993,Shooter,Nintendo,,
,GEN,1993,,Acclaim Entertainment,,
Super Street Fighter II,SNES,1993,Fighting,Nintendo,,
Mortal Kombat II,SNES,1993,Fighting,Acclaim Entertainment,,
Secret of Mana,SNES,1993,Role-Playing,SquareSoft,,
Disney's Aladdin,SNES,1993,Platform,Capcom,,
Kirby's Adventure,NES,1993,Platform,Nintendo,,
Super Puyo Puyo,SNES,1993,Puzzle,Banpresto,,
Sonic CD,SCD,1993,Platform,Sega,,
Dragon Ball Z,SNES,1993,Fighting,Namco Bandai Games,,
Dragon Ball Z: La Legende Saien,SNES,1993,Fighting,Namco Bandai Games,,
Romancing SaGa 2,SNES,1993,Role-Playing,SquareSoft,,
Mega Man X,SNES,1993,Platform,Capcom,,
Dragon Quest I & II,SNES,1993,Role-Playing,Enix Corporation,,
Final Fight 2,SNES,1993,Action,Capcom,,
Tetris 2,NES,1993,Puzzle,Nintendo,,
Capcom's Soccer Shootout,SNES,1993,Sports,Nintendo,,
Torneko no Daibouken: Fushigi no Dungeon,SNES,1993,Role-Playing,ChunSoft,,
Dragon Ball Z: Ultime Menace,SNES,1993,Fighting,Namco Bandai Games,,
J-League Soccer: Prime Goal,SNES,1993,Sports,Namco Bandai Games,,
Nobunaga no Yabou: Haouden,SNES,1993,Strategy,Tecmo Koei,,
Mega Man X2,SNES,1993,Platform,Laguna,,
Virtual Soccer,SNES,1993,Sports,Hudson Soft,,
Winning Post,SNES,1993,Sports,Tecmo Koei,,
Mega Man 6,NES,1993,Platform,Capcom,,
Mario & Wario,SNES,1993,Puzzle,Nintendo,,
Crayon Shin-Chan: Arashi o Yobu Enji,SNES,1993,Platform,Namco Bandai Games,,
Fatal Fury 2,SNES,1993,Fighting,Takara,,
Yuu Yuu Hakusho,SNES,1993,Fighting,Namco Bandai Games,,
Jurassic Park,NES,1993,Action,Ocean,,
Stunt Race FX,SNES,1993,Racing,Nintendo,,
Shin Momotarou Densetsu,SNES,1993,Role-Playing,Hudson Soft,,
Ganbare Goemon 2: Kiteretsu Shougun Magginesu,SNES,1993,Platform,Konami Digital Entertainment,,
Bishoujo Senshi Sailormoon R,SNES,1993,Fighting,Namco Bandai Games,,
Sailor Moon,SNES,1993,Action,Namco Bandai Games,,
Jissen Pachi-Slot Hisshouhou,SNES,1993,Misc,Sammy Corporation,,
Shining Force II,GEN,1993,Strategy,Sega,,
Thoroughbred Breeder,SNES,1993,Simulation,Hect,,
Mega Man Soccer,SNES,1993,Sports,Capcom,,
Super Power League,SNES,1993,Sports,Hudson Soft,,
Super Street Fighter II,GEN,1993,Fighting,Capcom,,
The King of Fighters '94 (CD),NG,1993,Fighting,SNK,,
Illusion of Gaia,SNES,1993,Role-Playing,Nintendo,,
Harukanaru Augusta 2: Masters,SNES,1993,Sports,T&E Soft,,
Classic Road,SNES,1993,Sports,Victor Interactive,,
Ranma 1/2: Akanekodan Teki Hihou,SNES,1993,Role-Playing,TOHO,,
Lethal Enforcers,SNES,1993,Shooter,Konami Digital Entertainment,,
Ecco: The Tides of Time,GEN,1993,Adventure,Sega,,
Street Fighter II': Special Champion Edition (JP weekly sales),GEN,1993,Action,Capcom,,
Samurai Shodown,NG,1993,Fighting,SNK,,
Ninja Warriors,SNES,1993,Action,Titus,,
Streets of Rage 3,GEN,1993,Action,Sega,,
Super Mahjong 2: Honkaku 4Jin Uchi,SNES,1993,Misc,Imax,,
Pop'n TwinBee: Rainbow Bell Adventure,SNES,1993,Platform,Konami Digital Entertainment,,
Doraemon 2: Nobita no Toizurando Daibouken,SNES,1993,Role-Playing,Epoch,,
Dynamite Headdy,GEN,1993,Platform,Sega,,
Pachinko Wars II,SNES,1993,Misc,Coconuts Japan,,
Keiba Eight Special,SNES,1993,Sports,Misawa,,
Beyond Oasis,GEN,1993,Role-Playing,Sega,,
,GEN,1993,,Acclaim Entertainment,,
Rock N' Roll Racing,SNES,1993,Racing,Interplay,,
Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995,Platform,Nintendo,,
Warcraft II: Tides of Darkness,PC,1995,Strategy,Activision,,
Super Mario World 2: Yoshi's Island,SNES,1995,Platform,Nintendo,,
Namco Museum Vol.1,PS,1995,Misc,Sony Computer Entertainment,,
Tekken,PS,1995,Fighting,Sony Computer Entertainment,,
Killer Instinct,SNES,1995,Fighting,Nintendo,,
Dragon Quest VI: Maboroshi no Daichi,SNES,1995,Role-Playing,Enix Corporation,,
Rayman,PS,1995,Platform,Ubisoft,,
Kirby's Dream Land 2,GB,1995,Platform,Nintendo,,
Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,,
Virtua Fighter 2,SAT,1995,Fighting,Sega,,
Air Combat,PS,1995,Simulation,Sony Computer Entertainment,,
Twisted Metal,PS,1995,Action,Sony Computer Entertainment,,
Romancing SaGa 3,SNES,1995,Role-Playing,SquareSoft,,
Road Rash,PS,1995,Racing,Electronic Arts,,
Sega Rally Championship,SAT,1995,Racing,Sega,,
Derby Stallion III,SNES,1995,Sports,ASCII Entertainment,,
Arc the Lad,PS,1995,Role-Playing,Sony Computer Entertainment,,
Ridge Racer Revolution,PS,1995,Racing,Sony Computer Entertainment,,
NBA Jam Tournament Edition,SNES,1995,Sports,Acclaim Entertainment,,
Road & Track Presents: The Need for Speed,PS,1995,Racing,Electronic Arts,,
Destruction Derby,PS,1995,Racing,Psygnosis,,
Seiken Densetsu 3,SNES,1995,Role-Playing,SquareSoft,,
Gex,PS,1995,Platform,Crystal Dynamics,,
NFL GameDay,PS,1995,Sports,Sony Computer Entertainment,,
Street Fighter Alpha: Warriors' Dreams,PS,1995,Fighting,Virgin Interactive,,
Tactics Ogre: Let Us Cling Together,SNES,1995,Role-Playing,Quest,,
Battle Arena Toshinden 2,PS,1995,Fighting,Sony Computer Entertainment,,
Virtua Cop,SAT,1995,Shooter,Sega,,
Mario's Picross,GB,1995,Puzzle,Nintendo,,
Suikoden,PS,1995,Role-Playing,Konami Digital Entertainment,,
Front Mission,SNES,1995,Strategy,SquareSoft,,
Tokimeki Memorial: Forever with You,PS,1995,Simulation,Konami Digital Entertainment,,
Beyond The Beyond,PS,1995,Role-Playing,Sony Computer Entertainment,,
Mortal Kombat 3,PS,1995,Fighting,Sony Computer Entertainment,,
Bases Loaded '96: Double Header,PS,1995,Sports,Jaleco,,
SimCity 2000,SNES,1995,Simulation,THQ,,
Super Puyo Puyo 2,SNES,1995,Puzzle,Compile,,
WipEout,PS,1995,Action,Psygnosis,,
Super Momotarou Dentetsu DX,SNES,1995,Misc,Hudson Soft,,
Warhawk,PS,1995,Simulation,Sony Computer Entertainment,,
J-League Excite Stage '95,SNES,1995,Sports,Epoch,,
Persona,PS,1995,Role-Playing,Atlus,,
Mobile Suit Gundam,PS,1995,Action,Namco Bandai Games,,
Super Famista 4,SNES,1995,Sports,Namco Bandai Games,,
Cyber Troopers Virtual-On,SAT,1995,Fighting,Sega,,
Mobile Suit Gundam,SAT,1995,Action,Namco Bandai Games,,
